"PublisherLabel" "RegistrationDate" "Ethnicity" "Nationality" "Reason" "Need" "Age" "DecisionDate" "Decision" "DecisionCode"
"London Borough of Hounslow" 2013-11-28 "White: British" "Not Rec" "eviction - relatives" "vulnerable-mental illness" 33 2013-11-28 "Not Homeless" 4
"London Borough of Hounslow" 2013-11-28 "White: Other" "Not Rec" "resident llord eviction" "no priority need" 47 2013-11-28 "no priority need" 3
"London Borough of Hounslow" 2013-11-28 "Asian/AsBrit: Other" "Not Rec" "eviction - parents" "dependent children" 27 2013-11-29 "approved permanent rehous" 1
"London Borough of Hounslow" 2013-11-28 "White: British" "Not Rec" "end AST not arrears" "dependent children" 43 2014-01-02 "Not Homeless" 4
"London Borough of Hounslow" 2013-11-29 "Black/BlkBrit: African" "Not Rec" "end AST not arrears" "dependent children" 33 2014-01-17 "approved permanent rehous" 1
"London Borough of Hounslow" 2013-12-04 "White: British" "Not Rec" "eviction - parents" "pregnant" 23 2013-12-05 "approved permanent rehous" 1
"London Borough of Hounslow" 2013-12-04 "White: British" "Not Rec" "DV - partner" "vulnerable - physical" 28 2013-12-13 "approved permanent rehous" 1
"London Borough of Hounslow" 2013-12-04 "Black/BlkBrit: Other" "Not Rec" "end AST not arrears" "dependent children" 38 2014-01-17 "approved permanent rehous" 1
"London Borough of Hounslow" 2013-12-04 "White: British" "UK National" "emergency e.g. fire" "emergency-fire/flood etc" 74 2014-02-17 "approved permanent rehous" 1
"London Borough of Hounslow" 2013-12-04 "Asian/AsBrit: Other" "Not Rec" "DV - assoc pers not partn" "dependent children" 30 2014-02-28 "approved permanent rehous" 1
"London Borough of Hounslow" 2013-12-04 "White: British" "Not Rec" "DV - partner" "vulnerable - physical" 29 2014-03-06 "Intentionally homeless" 2
"London Borough of Hounslow" 2013-12-05 "White: British" "Not Rec" "eviction - relatives" "dependent children" 18 2014-02-28 "approved permanent rehous" 1
"London Borough of Hounslow" 2013-12-06 "Black/BlkBrit: Other" "Not Rec" "eviction - parents" "dependent children" 20 2013-12-06 "approved permanent rehous" 1
"London Borough of Hounslow" 2013-12-06 "White: British" "Not Rec" "other" "vulnerable - physical" 63 2014-01-15 "approved permanent rehous" 1
"London Borough of Hounslow" 2013-12-06 "No Information Provided" "Not Rec" "eviction - relatives" "dependent children" 49 2014-04-28 "approved permanent rehous" 1
"London Borough of Hounslow" 2013-12-09 "White: British" "Not Rec" "end AST not arrears" "dependent children" 30 2013-12-19 "approved permanent rehous" 1
"London Borough of Hounslow" 2013-12-09 "Black/BlkBrit: Other" "Not Rec" "end AST not arrears" "dependent children" 31 2014-03-14 "approved permanent rehous" 1
"London Borough of Hounslow" 2013-12-10 "White: British" "Not Rec" "end AST not arrears" "dependent children" 44 2013-12-10 "approved permanent rehous" 1
"London Borough of Hounslow" 2013-12-10 "Black/BlkBrit: African" "Not Rec" "end AST not arrears" "dependent children" 43 2013-12-16 "approved permanent rehous" 1
"London Borough of Hounslow" 2013-12-10 "White: Other" "Not Rec" "end AST not arrears" "dependent children" 39 2014-01-10 "approved permanent rehous" 1
"London Borough of Hounslow" 2013-12-10 "Black/BlkBrit: African" "Not Rec" "resident llord eviction" "dependent children" 53 2014-03-28 "approved permanent rehous" 1
"London Borough of Hounslow" 2013-12-11 "White: Other" "Not Rec" "DV - partner" "dependent children" 25 2014-02-06 "approved permanent rehous" 1
"London Borough of Hounslow" 2013-12-12 "Black/BlkBrit: Other" "Not Rec" "eviction - relatives" "dependent children" 26 2013-12-12 "approved permanent rehous" 1
"London Borough of Hounslow" 2013-12-12 "Asian/AsBrit: Indian" "Not Rec" "end AST not arrears" "dependent children" 30 2014-01-20 "Not Homeless" 4
"London Borough of Hounslow" 2013-12-13 "Black/BlkBrit: Other" "Not Rec" "sleeping rough" "vulnerable-mental illness" 49 2014-05-15 "not elig, other" 5
"London Borough of Hounslow" 2013-12-16 "White: British" "Not Rec" "eviction - relatives" "vulnerable-mental illness" 43 2014-02-21 "approved permanent rehous" 1
"London Borough of Hounslow" 2013-12-17 "White: British" "Not Rec" "eviction - parents" "pregnant" 18 2014-01-13 "approved permanent rehous" 1
"London Borough of Hounslow" 2013-12-17 "Asian/AsBrit: Other" "Not Rec" "eviction - relatives" "dependent children" 53 2014-01-17 "no priority need" 3
"London Borough of Hounslow" 2013-12-17 "Asian/AsBrit: Other" "Not Rec" "eviction - relatives" "dependent children" 53 2014-03-17 "approved permanent rehous" 1
"London Borough of Hounslow" 2013-12-18 "Black/BlkBrit: Other" "Not Rec" "eviction - parents" "pregnant" 24 2014-03-31 "approved permanent rehous" 1
"London Borough of Hounslow" 2013-12-18 "White: British" "Not Rec" "other" "drug dependency" 44 2014-04-08 "no priority need" 3
"London Borough of Hounslow" 2013-12-18 "Asian/AsBrit: Other" "Not Rec" "eviction - parents" "dependent children" 19 2014-05-02 "approved permanent rehous" 1
"London Borough of Hounslow" 2013-12-19 "White: British" "Not Rec" "eviction - parents" "pregnant" 23 2013-12-20 "approved permanent rehous" 1
"London Borough of Hounslow" 2013-12-19 "Asian/AsBrit: Other" "Not Rec" "relationshp brkdwn not DV" "dependent children" 45 2014-01-31 "approved permanent rehous" 1
"London Borough of Hounslow" 2013-12-20 "White: British" "Not Rec" "other" "vulnerable - other" 40 2014-03-14 "no priority need" 3
"London Borough of Hounslow" 2013-12-23 "Black/BlkBrit: Other" "Not Rec" "other" "emergency-fire/flood etc" 48 2014-01-15 "Not Homeless" 4
"London Borough of Hounslow" 2013-12-23 "Mixed: White/Black Caribn" "UK National" "eviction - relatives" "care leaver under 21 yrs" 19 2014-05-02 "approved permanent rehous" 1
"London Borough of Hounslow" 2013-12-24 "White: Other" "Not Rec" "eviction - parents" "pregnant" 26 2014-03-14 "approved permanent rehous" 1
"London Borough of Hounslow" 2013-12-24 "Other" "Non-EEA National" "other" "drug dependency" 39 2014-04-10 "Not Homeless" 4
"London Borough of Hounslow" 2014-01-02 "Black/BlkBrit: Other" "Not Rec" "loss of rented - other" "dependent children" 35 2014-04-07 "approved permanent rehous" 1
"London Borough of Hounslow" 2014-01-06 "White: British" "Not Rec" "eviction - parents" "dependent children" 28 2014-01-31 "approved permanent rehous" 1
"London Borough of Hounslow" 2014-01-07 "Asian/AsBrit: Indian" "Not Rec" "DV - partner" "vulnerable - physical" 30 2014-01-13 "approved permanent rehous" 1
"London Borough of Hounslow" 2014-01-07 "Asian/AsBrit: Other" "Not Rec" "end AST not arrears" "vulnerable - physical" 47 2014-01-17 "approved permanent rehous" 1
"London Borough of Hounslow" 2014-01-07 "Asian/AsBrit: Indian" "Not Rec" "eviction - relatives" "vulnerable - old age" 72 2014-02-03 "approved permanent rehous" 1
"London Borough of Hounslow" 2014-01-07 "White: British" "UK National" "sleeping rough" "vulnerable-mental illness" 26 2014-03-25 "approved permanent rehous" 1
"London Borough of Hounslow" 2014-01-07 "Other" "UK National" "end AST not arrears" "dependent children" 23 2014-03-28 "approved permanent rehous" 1
"London Borough of Hounslow" 2014-01-08 "Other" "Not Rec" "end AST not arrears" "dependent children" 24 2014-01-13 "approved permanent rehous" 1
"London Borough of Hounslow" 2014-01-08 "No Information Provided" "UK National" "end AST not arrears" "dependent children" 22 2014-01-23 "approved permanent rehous" 1
"London Borough of Hounslow" 2014-01-08 "White: Other" "Not Rec" "end AST not arrears" "dependent children" 26 2014-03-24 "approved permanent rehous" 1
"London Borough of Hounslow" 2014-01-08 "Other" "UK National" "eviction - relatives" "vulnerable - physical" 30 2014-04-29 "approved permanent rehous" 1
"London Borough of Hounslow" 2014-01-09 "Asian/AsBrit: Other" "Not Rec" "eviction - relatives" "dependent children" 40 2014-03-06 "approved permanent rehous" 1
"London Borough of Hounslow" 2014-01-09 "Chinese" "Not Rec" "emergency e.g. fire" "dependent children" 32 2014-04-04 "Not Homeless" 4
"London Borough of Hounslow" 2014-01-13 "Mixed: Other" "Not Rec" "end AST not arrears" "dependent children" 25 2014-01-14 "approved permanent rehous" 1
"London Borough of Hounslow" 2014-01-13 "Other" "UK National" "DV - partner" "dependent children" 26 2014-01-20 "approved permanent rehous" 1
"London Borough of Hounslow" 2014-01-13 "Asian/AsBrit: Other" "Not Rec" "other" "care leaver under 21 yrs" 18 2014-01-21 "Not Homeless" 4
"London Borough of Hounslow" 2014-01-14 "White: British" "Not Rec" "rent arrears - private" "dependent children" 24 2014-01-20 "approved permanent rehous" 1
"London Borough of Hounslow" 2014-01-14 "Other" "Not Rec" "end AST not arrears" "dependent children" 27 2014-02-03 "approved permanent rehous" 1
"London Borough of Hounslow" 2014-01-14 "White: British" "Not Rec" "DV - partner" "dependent children" 27 2014-02-07 "Not Homeless" 4
"London Borough of Hounslow" 2014-01-14 "Asian/AsBrit: Other" "Not Rec" "end AST not arrears" "vulnerable - physical" 39 2014-02-27 "approved permanent rehous" 1
"London Borough of Hounslow" 2014-01-14 "White: Other" "Not Rec" "eviction - parents" "dependent children" 30 2014-03-18 "approved permanent rehous" 1
"London Borough of Hounslow" 2014-01-14 "White: Other" "Not Rec" "sleeping rough" "vulnerable - physical" 49 2014-04-09 "approved permanent rehous" 1
"London Borough of Hounslow" 2014-01-15 "Other" "Not Rec" "other" "vulnerable-mental illness" 49 2014-01-17 "Not Homeless" 4
"London Borough of Hounslow" 2014-01-15 "Other" "Not Rec" "end AST not arrears" "dependent children" 36 2014-01-17 "approved permanent rehous" 1
"London Borough of Hounslow" 2014-01-15 "White: British" "Not Rec" "eviction - parents" "dependent children" 20 2014-02-03 "approved permanent rehous" 1
"London Borough of Hounslow" 2014-01-15 "Other" "Not Rec" "other" "vulnerable-mental illness" 50 2015-03-03 "approved permanent rehous" 1
"London Borough of Hounslow" 2014-01-16 "Asian/AsBrit: Other" "Not Rec" "other" "dependent children" 34 2014-01-20 "approved permanent rehous" 1
"London Borough of Hounslow" 2014-01-16 "Other" "Not Rec" "rent arrears - private" "dependent children" 49 2014-03-13 "approved permanent rehous" 1
"London Borough of Hounslow" 2014-01-16 "White: British" "Not Rec" "eviction - parents" "pregnant" 19 2014-03-27 "approved permanent rehous" 1
"London Borough of Hounslow" 2014-01-16 "Black/BlkBrit: African" "Non-EEA National" "eviction - parents" "dependent children" 21 2014-04-02 "approved permanent rehous" 1
"London Borough of Hounslow" 2014-01-17 "White: British" "Not Rec" "other" "dependent children" 20 2014-03-24 "approved permanent rehous" 1
"London Borough of Hounslow" 2014-01-21 "White: Other" "Not Rec" "DV - partner" "dependent children" 35 2014-01-21 "approved permanent rehous" 1
"London Borough of Hounslow" 2014-01-21 "White: Other" "Not Rec" "DV - assoc pers not partn" "dependent children" 32 2014-07-14 "approved permanent rehous" 1
"London Borough of Hounslow" 2014-01-22 "Black/BlkBrit: African" "Not Rec" "other" "dependent children" 30 2014-02-20 "approved permanent rehous" 1
"London Borough of Hounslow" 2014-01-22 "White: Other" "Not Rec" "end AST not arrears" "dependent children" 33 2014-03-31 "approved permanent rehous" 1
"London Borough of Hounslow" 2014-01-24 "Asian/AsBrit: Indian" "Not Rec" "eviction - relatives" "dependent children" 45 2014-02-06 "approved permanent rehous" 1
"London Borough of Hounslow" 2014-01-27 "White: British" "Not Rec" "end AST not arrears" "dependent children" 40 2014-02-14 "approved permanent rehous" 1
"London Borough of Hounslow" 2014-01-27 "No Information Provided" "UK National" "end AST not arrears" "dependent children" 29 2014-03-18 "approved permanent rehous" 1
"London Borough of Hounslow" 2014-01-27 "Black/BlkBrit: Caribbean" "UK National" "relationshp brkdwn not DV" "pregnant" 22 2014-04-08 "approved permanent rehous" 1
"London Borough of Hounslow" 2014-01-27 "White: British" "UK National" "rent arrears - private" "dependent children" 23 2014-06-26 "approved permanent rehous" 1
"London Borough of Hounslow" 2014-01-28 "Black/BlkBrit: Caribbean" "Not Rec" "end AST not arrears" "vulnerable-mental illness" 31 2014-05-09 "approved permanent rehous" 1
"London Borough of Hounslow" 2014-01-28 "Black/BlkBrit: Caribbean" "Non-EEA National" "DV - partner" "domestic violence/ threat" 40 2014-06-22 "approved permanent rehous" 1
"London Borough of Hounslow" 2014-01-30 "Asian/AsBrit: Pakistani" "Not Rec" "end AST not arrears" "dependent children" 44 2014-02-05 "approved permanent rehous" 1
"London Borough of Hounslow" 2014-01-30 "Other" "Not Rec" "relationshp brkdwn not DV" "dependent children" 39 2014-03-18 "approved permanent rehous" 1
"London Borough of Hounslow" 2014-01-31 "Black/BlkBrit: African" "Not Rec" "eviction - relatives" "dependent children" 50 2014-02-11 "approved permanent rehous" 1
"London Borough of Hounslow" 2014-01-31 "No Information Provided" "Not Rec" "relationshp brkdwn not DV" "dependent children" 29 2014-03-13 "approved permanent rehous" 1
"London Borough of Hounslow" 2014-01-31 "White: British" "UK National" "eviction - parents" "pregnant" 18 2014-03-27 "approved permanent rehous" 1
"London Borough of Hounslow" 2014-02-03 "Black/BlkBrit: Caribbean" "Not Rec" "eviction - parents" "dependent children" 23 2014-05-23 "approved permanent rehous" 1
"London Borough of Hounslow" 2014-02-04 "White: British" "Not Rec" "end AST not arrears" "dependent children" 21 2014-03-06 "approved permanent rehous" 1
"London Borough of Hounslow" 2014-02-05 "White: British" "Not Rec" "eviction - relatives" "pregnant" 26 2014-03-31 "approved permanent rehous" 1
"London Borough of Hounslow" 2014-02-06 "Black/BlkBrit: Other" "Not Rec" "eviction - relatives" "vulnerable-mental illness" 26 2014-06-23 "no priority need" 3
"London Borough of Hounslow" 2014-02-06 "Black/BlkBrit: Other" "Not Rec" "eviction - relatives" "vulnerable-mental illness" 26 2014-08-22 "approved permanent rehous" 1
"London Borough of Hounslow" 2014-02-07 "Asian/AsBrit: Pakistani" "Not Rec" "eviction - relatives" "dependent children" 31 2014-02-12 "approved permanent rehous" 1
"London Borough of Hounslow" 2014-02-07 "No Information Provided" "Not Rec" "other" "dependent children" 60 2014-02-20 "approved permanent rehous" 1
"London Borough of Hounslow" 2014-02-10 "White: British" "Not Rec" "other" "dependent children" 35 2014-03-06 "approved permanent rehous" 1
"London Borough of Hounslow" 2014-02-10 "Asian/AsBrit: Bangladeshi" "Not Rec" "end AST not arrears" "dependent children" 30 2014-04-04 "approved permanent rehous" 1
"London Borough of Hounslow" 2014-02-10 "No Information Provided" "Not Rec" "rent arrears - private" "dependent children" 43 2014-04-22 "approved permanent rehous" 1
"London Borough of Hounslow" 2014-02-10 "Other" "Not Rec" "DV - partner" "dependent children" 35 2014-07-23 "approved permanent rehous" 1
"London Borough of Hounslow" 2014-02-11 "White: British" "Not Rec" "end AST not arrears" "vulnerable - physical" 53 2014-05-30 "Not Homeless" 4
"London Borough of Hounslow" 2014-02-11 "White: Other" "Not Rec" "eviction - friends" "vulnerable-mental illness" 56 2014-08-22 "no priority need" 3
"London Borough of Hounslow" 2014-02-11 "Asian/AsBrit: Other" "Other EEA National" "end AST not arrears" "dependent children" 45 2014-08-28 "approved permanent rehous" 1
"London Borough of Hounslow" 2014-02-12 "Asian/AsBrit: Other" "Not Rec" "end AST not arrears" "dependent children" 34 2014-02-14 "approved permanent rehous" 1
"London Borough of Hounslow" 2014-02-12 "No Information Provided" "Not Rec" "end AST not arrears" "vulnerable - physical" 26 2014-02-21 "no priority need" 3
"London Borough of Hounslow" 2014-02-12 "No Information Provided" "Not Rec" "DV - partner" "dependent children" 40 2014-02-24 "Not Homeless" 4
"London Borough of Hounslow" 2014-02-12 "No Information Provided" "UK National" "end AST not arrears" "dependent children" 25 2014-03-18 "approved permanent rehous" 1
"London Borough of Hounslow" 2014-02-12 "No Information Provided" "Not Rec" "end AST not arrears" "dependent children" 28 2014-03-27 "approved permanent rehous" 1
"London Borough of Hounslow" 2014-02-12 "White: British" "Not Rec" "other" "dependent children" 32 2014-06-12 "approved permanent rehous" 1
"London Borough of Hounslow" 2014-02-13 "White: British" "Not Rec" "eviction - parents" "young person 16/17 yrs" 19 2014-02-20 "approved permanent rehous" 1
